id,name,kind,series,bgg_id,held,wanted,root_id,base_game,base_status,name_matches_base,base_note,subject,subject_rows,implied_product,implied_status,matched_by
419,HELLDIVERS 2: Factory Strider Expansion (Exclusive),expansion,,,1,0,413,HELLDIVERS 2: The Board Game,PRESENT,yes,,,0,HELLDIVERS 2: The Board Game,PRESENT,413
420,HELLDIVERS 2: Deluxe Turn Tracker Coin,accessory,,,1,0,413,HELLDIVERS 2: The Board Game,PRESENT,yes,,turn tracker,1,HELLDIVERS 2: The Board Game — turn tracker,MISSING,
422,Cyberpunk 2077: Stretch Goal Box Deluxe,expansion,,,1,0,421,Cyberpunk 2077 - The Board Game,PRESENT,yes,,,0,Cyberpunk 2077 - The Board Game,PRESENT,421
423,Cyberpunk 2077: Female V with Mantis Blades,promo,,443289,1,0,421,Cyberpunk 2077 - The Board Game,PRESENT,yes,,female v with mantis blades,1,Cyberpunk 2077 - The Board Game — female v with mantis blades,MISSING,
424,Cyberpunk 2077: V with Mantis Blades,promo,,443290,1,0,421,Cyberpunk 2077 - The Board Game,PRESENT,yes,,v with mantis blades,1,Cyberpunk 2077 - The Board Game — v with mantis blades,MISSING,
425,Cyberpunk 2077: Johnny Silverhand & NCPD Expansion,expansion,,429978,1,0,421,Cyberpunk 2077 - The Board Game,PRESENT,yes,,,0,Cyberpunk 2077 - The Board Game,PRESENT,421
426,Cyberpunk 2077: Edgerunners Expansion,expansion,,,1,0,421,Cyberpunk 2077 - The Board Game,PRESENT,yes,,,0,Cyberpunk 2077 - The Board Game,PRESENT,421
427,Cyberpunk 2077: Trauma Team Expansion,expansion,,,1,0,421,Cyberpunk 2077 - The Board Game,PRESENT,yes,,,0,Cyberpunk 2077 - The Board Game,PRESENT,421
429,Ark Nova: Marine Worlds,expansion,,368966,0,1,428,Ark Nova,PRESENT,yes,,,0,Ark Nova,PRESENT,428
430,Cult of the Lamb: First Player Coin,accessory,,,1,0,83,Cult of the Lamb: The Board Game,PRESENT,yes,,,0,Cult of the Lamb: The Board Game,PRESENT,83
431,Cult of the Lamb: Bishop Follower Head Pack,accessory,,,1,0,83,Cult of the Lamb: The Board Game,PRESENT,yes,,bishop follower head,1,Cult of the Lamb: The Board Game — bishop follower head,MISSING,
432,Cult of the Lamb: Deluxe Organiser,accessory,,,1,0,83,Cult of the Lamb: The Board Game,PRESENT,yes,,,0,Cult of the Lamb: The Board Game,PRESENT,83
433,Cult of the Lamb: Single-Colour Follower Miniatures & Wooden Heads,accessory,,,1,0,83,Cult of the Lamb: The Board Game,PRESENT,yes,,colour follower miniatures & wooden heads,1,Cult of the Lamb: The Board Game — colour follower miniatures & wooden heads,MISSING,
434,Pangea Gaming Table Frame (4x6) (Dark Walnut),accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
435,Pangea Gaming Table Base Panels (4x6) (Dark Walnut),accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
436,Pangea Gaming Table Toppers (4x6) (Dark Walnut),accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
437,Pangea Gaming Table Legs (Standard 26 in),accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
438,Pangea Cup Holder,accessory,,,1,1,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
439,Pangea Player Shelf,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
440,Pangea Game Piece Organizer,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
441,Pangea Player Desk,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
442,Pangea Player Desk 4-Up Stand,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
443,Pangea Armrest,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
444,Pangea Card Organizer,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
445,Pangea Tablet Holder,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
446,Pangea Dining Chair (Dark Walnut),accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
447,Pangea Table Top Storage Cube XL,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
448,Pangea Cup Holder Wine Glass Adapter,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
449,Pangea Cup Holder Mug Adapter,accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
450,Pangea 4FT Table Divider (Dark Walnut),accessory,,,1,0,372,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,yes,"root is kind='accessory', not a base game",,0,Pangea Gaming Table 4x6 (Dark Walnut),AMBIGUOUS,
451,Moonrakers: Gold Holo Moro Mada,promo,,388050,1,0,100,Moonrakers: Titan Edition,PRESENT,yes,,holo moro mada,1,Moonrakers: Titan Edition — holo moro mada,MISSING,
452,"Dice Throne: Season Two Leaflet Patch Kit (Huntress, Tactician, Vampire Lord)",promo,Dice Throne,,1,0,35,Dice Throne: Season Two – Battle Chest,PRESENT,yes,,leaflet patch kit huntress tactician vampire lord,1,Dice Throne: Season Two – Battle Chest — leaflet patch kit huntress tactician vampire lord,MISSING,
453,Casting Shadows: Previous Backer Gift - Lucky Skipper & Lucky the Unstable Collector's Bundle,promo,,,1,0,101,Casting Shadows,PRESENT,yes,,previous backer gift - lucky skipper & lucky the unstable,1,Casting Shadows — previous backer gift - lucky skipper & lucky the unstable,MISSING,
454,Deep Rock Galactic: 24H Coin,accessory,,,1,0,105,Deep Rock Galactic: The Board Game,PRESENT,yes,,24h,1,Deep Rock Galactic: The Board Game — 24h,MISSING,
455,The Binding of Isaac: Four Souls - 2.5 inch Tainted Isaac Figure,accessory,,,1,0,108,The Binding of Isaac: Four Souls,PRESENT,yes,,2 5 inch tainted isaac,1,The Binding of Isaac: Four Souls — 2 5 inch tainted isaac,MISSING,
456,The Binding of Isaac: Four Souls - 6 inch Angel Isaac Figure,accessory,,,1,0,108,The Binding of Isaac: Four Souls,PRESENT,yes,,6 inch angel isaac,1,The Binding of Isaac: Four Souls — 6 inch angel isaac,MISSING,
457,The Binding of Isaac: Four Souls - Corrupted Data Promo Card,promo,,,1,0,108,The Binding of Isaac: Four Souls,PRESENT,yes,,corrupted data,1,The Binding of Isaac: Four Souls — corrupted data,MISSING,
458,The Binding of Isaac: Four Souls - Ultra Pride Promo Card,promo,,,1,0,108,The Binding of Isaac: Four Souls,PRESENT,yes,,ultra pride,1,The Binding of Isaac: Four Souls — ultra pride,MISSING,
459,Here to Slay: 6-Class Dice Set,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,6 - class,1,Here to Slay — 6 - class,MISSING,
460,Here to Slay: Dragon Class Dice,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,dragon class,2,Here to Slay — dragon class,MISSING,
461,Here to Slay: Oversized Card Sleeves Set,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,,0,Here to Slay,PRESENT,107
462,Here to Slay: Dragon Class Meeple Set,accessory,Here to Slay,369124,1,0,107,Here to Slay,PRESENT,yes,,dragon class,2,Here to Slay — dragon class,MISSING,
464,Auroboros: Ability and Item Card Deck,accessory,D&D,,1,0,463,Auroboros: Coils of the Serpent,PRESENT,yes,,ability and item,1,Auroboros: Coils of the Serpent — ability and item,MISSING,
465,Auroboros: Dice Set,accessory,D&D,,1,0,463,Auroboros: Coils of the Serpent,PRESENT,yes,,,0,Auroboros: Coils of the Serpent,PRESENT,463
466,Auroboros: City Map Poster Pack,accessory,D&D,,1,0,463,Auroboros: Coils of the Serpent,PRESENT,yes,,city map,1,Auroboros: Coils of the Serpent — city map,MISSING,
467,Auroboros: GM Screen and Map Bundle,accessory,D&D,,1,0,463,Auroboros: Coils of the Serpent,PRESENT,yes,,gm screen and map,1,Auroboros: Coils of the Serpent — gm screen and map,MISSING,
468,Auroboros: Premium Character Sheet Pack,accessory,D&D,,1,0,463,Auroboros: Coils of the Serpent,PRESENT,yes,,,0,Auroboros: Coils of the Serpent,PRESENT,463
469,Auroboros: Serpent-Marked Collector's Coin,accessory,D&D,,1,0,463,Auroboros: Coils of the Serpent,PRESENT,yes,,serpent - marked,1,Auroboros: Coils of the Serpent — serpent - marked,MISSING,
471,Lewd Dungeon Adventures: The Mage's Stolen Goods,expansion,,,1,0,470,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,yes,,,0,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,470
472,Lewd Dungeon Adventures: Dice Tray,accessory,,,1,0,470,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,yes,,,0,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,470
473,Lewd Dungeon Adventures: Mystery Dice Set,accessory,,,1,0,470,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,yes,,mystery,1,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure — mystery,MISSING,
474,Lewd Dungeon Adventures: Unscented Votive Candles,accessory,,,1,0,470,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,yes,,unscented votive candles,1,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure — unscented votive candles,MISSING,
475,Lewd Dungeon Adventures: Shot Glass,accessory,,,1,0,470,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,yes,,shot,1,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure — shot,MISSING,
477,Bergin's Beast Dice,accessory,D&D,,1,0,476,Bergin's Book of Beasts,PRESENT,yes,,beast,1,Bergin's Book of Beasts — beast,MISSING,
478,Bergin's Book of Beasts: Fabric Map of Midestra,accessory,D&D,,1,0,476,Bergin's Book of Beasts,PRESENT,yes,,map of midestra,1,Bergin's Book of Beasts — map of midestra,MISSING,
480,Firestar Falling: 6 Endings Pack,expansion,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,,0,Firestar Falling,PRESENT,479
481,Firestar Falling: Corruption Deck,expansion,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,,0,Firestar Falling,PRESENT,479
482,Firestar Falling: Monster Deck,expansion,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,,0,Firestar Falling,PRESENT,479
483,Firestar Falling: Random Encounter Deck,expansion,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,,0,Firestar Falling,PRESENT,479
484,Firestar Falling: Boss Miniature Set,accessory,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,,0,Firestar Falling,PRESENT,479
485,Firestar Falling: GM Screen,accessory,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,gm,1,Firestar Falling — gm,MISSING,
486,Firestar Falling: Premium Corruption Dice,accessory,D&D,,1,0,479,Firestar Falling,PRESENT,yes,,corruption,1,Firestar Falling — corruption,PRESENT,Firestar Falling: Corruption Deck
490,Ark Nova: Zoo Map Pack 1,expansion,,368158,0,1,428,Ark Nova,PRESENT,yes,,,0,Ark Nova,PRESENT,428
491,Ark Nova: Zoo Map Pack 2,expansion,,426978,0,1,428,Ark Nova,PRESENT,yes,,,0,Ark Nova,PRESENT,428
493,Lewd Dungeon Adventures: Character Sheet,accessory,,,1,0,470,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,yes,,,0,Lewd Dungeon Adventures: Core Rulebook and Starter Adventure,PRESENT,470
494,Deep Rock Galactic: Rivals Exclusive Gift Box,accessory,,,1,0,105,Deep Rock Galactic: The Board Game,PRESENT,yes,,rivals,3,Deep Rock Galactic: The Board Game — rivals,MISSING,
495,Deep Rock Galactic: Hidden Cave Segment Randomizers,promo,,474551,1,0,105,Deep Rock Galactic: The Board Game,PRESENT,yes,,hidden cave segment randomizers,1,Deep Rock Galactic: The Board Game — hidden cave segment randomizers,MISSING,
496,Yeti or Not: Exclusive Edition Expansion,expansion,,449715,1,0,94,Twisted Cryptids,PRESENT,no,,,0,Twisted Cryptids,PRESENT,94
497,Twisted Cryptids: Nostalgic Wilderness Board,accessory,,430245,1,0,94,Twisted Cryptids,PRESENT,yes,,nostalgic wilderness,1,Twisted Cryptids — nostalgic wilderness,MISSING,
498,Here to Slay: Banner Quest Expansion,expansion,Here to Slay,430678,1,0,107,Here to Slay,PRESENT,yes,,,0,Here to Slay,PRESENT,107
499,Here to Slay: Banner Quest Play Mat,accessory,Here to Slay,461580,1,0,107,Here to Slay,PRESENT,yes,,banner quest,1,Here to Slay — banner quest,PRESENT,Here to Slay: Banner Quest Expansion
502,Unstable Unicorns: Christmas Expansion Pack,expansion,Unstable Unicorns,,1,0,832,Unstable Unicorns,PRESENT,yes,,,0,Unstable Unicorns,PRESENT,832
503,Casting Shadows: The Molten Rock Expansion,expansion,,392200,1,0,101,Casting Shadows,PRESENT,yes,,,0,Casting Shadows,PRESENT,101
504,Casting Shadows: The Molten Rock KSE Meeple & Wooden Token Set,accessory,,,1,0,101,Casting Shadows,PRESENT,yes,,molten rock kse,1,Casting Shadows — molten rock kse,MISSING,
505,Here to Slay: Warriors & Druids Play Mat Set,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,warriors & druids,3,Here to Slay — warriors & druids,PRESENT,Here to Slay: Warriors & Druids Expansion
506,Here to Slay: Warriors & Druids Standee Set,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,warriors & druids,3,Here to Slay — warriors & druids,PRESENT,Here to Slay: Warriors & Druids Expansion
507,Here to Slay: Warriors & Druids Meeples Set,accessory,Here to Slay,369125,1,0,107,Here to Slay,PRESENT,yes,,warriors & druids,3,Here to Slay — warriors & druids,PRESENT,Here to Slay: Warriors & Druids Expansion
508,Here to Slay: Berserkers & Necromancers Play Mat Set,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,berserkers & necromancers,3,Here to Slay — berserkers & necromancers,PRESENT,Here to Slay: Berserkers & Necromancers Expansion
509,Here to Slay: Berserkers & Necromancers Standee Set,accessory,Here to Slay,,1,0,107,Here to Slay,PRESENT,yes,,berserkers & necromancers,3,Here to Slay — berserkers & necromancers,PRESENT,Here to Slay: Berserkers & Necromancers Expansion
510,Here to Slay: Berserkers & Necromancers Meeples Set,accessory,Here to Slay,369244,1,0,107,Here to Slay,PRESENT,yes,,berserkers & necromancers,3,Here to Slay — berserkers & necromancers,PRESENT,Here to Slay: Berserkers & Necromancers Expansion
512,Ryoko's Guide: Bombuku's Notebook of Knowhow,expansion,D&D,,1,0,511,Ryoko's Guide to the Yokai Realms,PRESENT,yes,,,0,Ryoko's Guide to the Yokai Realms,PRESENT,511
513,Ryoko's Guide: Wrath of the Kaiju,expansion,D&D,,1,0,511,Ryoko's Guide to the Yokai Realms,PRESENT,yes,,,0,Ryoko's Guide to the Yokai Realms,PRESENT,511
514,Ryoko's Guide: Deluxe Book Bundle Slipcase,accessory,D&D,,1,0,511,Ryoko's Guide to the Yokai Realms,PRESENT,yes,,slipcase,1,Ryoko's Guide to the Yokai Realms — slipcase,MISSING,
515,Ryoko's Guide: Deluxe Accessory Box,accessory,D&D,,1,0,511,Ryoko's Guide to the Yokai Realms,PRESENT,yes,,,0,Ryoko's Guide to the Yokai Realms,PRESENT,511
516,Ryoko's Guide: Yokai Dawn Dice Mini Set,accessory,D&D,,1,0,511,Ryoko's Guide to the Yokai Realms,PRESENT,yes,,yokai dawn,2,Ryoko's Guide to the Yokai Realms — yokai dawn,MISSING,
517,Ryoko's Guide: Yokai Dawn Resin Dice Set,accessory,D&D,,1,0,511,Ryoko's Guide to the Yokai Realms,PRESENT,yes,,yokai dawn,2,Ryoko's Guide to the Yokai Realms — yokai dawn,MISSING,
519,Cosmere RPG: Stormlight World Guide,expansion,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,,0,Cosmere RPG: Stormlight Handbook,PRESENT,518
520,Cosmere RPG: Stonewalkers Adventure,expansion,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,,0,Cosmere RPG: Stormlight Handbook,PRESENT,518
521,Cosmere RPG: Level Zero Adventure,expansion,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,,0,Cosmere RPG: Stormlight Handbook,PRESENT,518
522,Cosmere RPG: Welcome to Roshar Guide,expansion,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,,0,Cosmere RPG: Stormlight Handbook,PRESENT,518
523,Cosmere RPG: Bridge Nine Adventure,expansion,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,,0,Cosmere RPG: Stormlight Handbook,PRESENT,518
524,Cosmere RPG: Stormlight Basic Dice Set,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,basic,1,Cosmere RPG: Stormlight Handbook — basic,MISSING,
525,Cosmere RPG: Stormlight Liquid Core Dice,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,liquid,1,Cosmere RPG: Stormlight Handbook — liquid,MISSING,
526,Cosmere RPG: Stormlight GM Screen,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,gm,1,Cosmere RPG: Stormlight Handbook — gm,MISSING,
527,Cosmere RPG: Stormlight Plot Deck,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,plot,1,Cosmere RPG: Stormlight Handbook — plot,MISSING,
528,Cosmere RPG: Stormlight Item Cards Deck,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,item,1,Cosmere RPG: Stormlight Handbook — item,MISSING,
529,Cosmere RPG: Stormlight Punchboard Tokens Pack,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,punchboard,1,Cosmere RPG: Stormlight Handbook — punchboard,MISSING,
530,Cosmere RPG: Stormlight Adventure Maps Pack,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,adventure maps,1,Cosmere RPG: Stormlight Handbook — adventure maps,MISSING,
531,Cosmere RPG: Stormlight RPG Miniatures Set,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,rpg,1,Cosmere RPG: Stormlight Handbook — rpg,AMBIGUOUS,Cosmere RPG: Stormlight Handbook / Cosmere RPG: Stormlight World Guide / Cosmere RPG: Stonewalkers Adventure / Cosmere RPG: Level Zero Adventure / Cosmere RPG: Welcome to Roshar Guide / Cosmere RPG: Bridge Nine Adventure / Cosmere RPG: Mistborn Handbook / Cosmere RPG: Mistborn World Guide / Cosmere RPG: Mistborn Legacy Adventure / Cosmere RPG: Welcome to Scadrial Guide
532,Cosmere RPG: Stormlight Slipcase,accessory,,,1,0,518,Cosmere RPG: Stormlight Handbook,PRESENT,yes,,slipcase,1,Cosmere RPG: Stormlight Handbook — slipcase,MISSING,
534,Cosmere RPG: Mistborn World Guide,expansion,,,1,0,533,Cosmere RPG: Mistborn Handbook,PRESENT,yes,,,0,Cosmere RPG: Mistborn Handbook,PRESENT,533
535,Cosmere RPG: Mistborn Legacy Adventure,expansion,,,1,0,533,Cosmere RPG: Mistborn Handbook,PRESENT,yes,,,0,Cosmere RPG: Mistborn Handbook,PRESENT,533
536,Cosmere RPG: Welcome to Scadrial Guide,expansion,,,1,0,533,Cosmere RPG: Mistborn Handbook,PRESENT,yes,,,0,Cosmere RPG: Mistborn Handbook,PRESENT,533
537,Cosmere RPG: Mistborn GM Screen,accessory,,,1,0,533,Cosmere RPG: Mistborn Handbook,PRESENT,yes,,gm,1,Cosmere RPG: Mistborn Handbook — gm,MISSING,
538,Cosmere RPG: Mistborn Deluxe Dice & Case,accessory,,,1,0,533,Cosmere RPG: Mistborn Handbook,PRESENT,yes,,,0,Cosmere RPG: Mistborn Handbook,PRESENT,533
540,Starlight Arcana: Quickstart Box,expansion,D&D,,1,0,539,Starlight Arcana,PRESENT,yes,,,0,Starlight Arcana,PRESENT,539
541,Starlight Arcana: GM Screen,accessory,D&D,,1,0,539,Starlight Arcana,PRESENT,yes,,gm,1,Starlight Arcana — gm,MISSING,
542,Starlight Arcana: Printed Maps,accessory,D&D,,1,0,539,Starlight Arcana,PRESENT,yes,,printed maps,1,Starlight Arcana — printed maps,MISSING,
543,Starlight Arcana: Astral Tarot Deck,accessory,D&D,,1,0,539,Starlight Arcana,PRESENT,yes,,astral tarot,1,Starlight Arcana — astral tarot,MISSING,
544,Starlight Arcana: Art Prints,accessory,D&D,,1,0,539,Starlight Arcana,PRESENT,yes,,,0,Starlight Arcana,PRESENT,539
545,Tend: 48 Hour Pin,promo,,,1,0,93,Tend,PRESENT,yes,,48 hour,1,Tend — 48 hour,MISSING,
547,Moonrollers: Sleeves,accessory,,,1,0,546,Moonrollers,PRESENT,yes,,,0,Moonrollers,PRESENT,546
548,Moonrollers: Metal Hazard Tokens,accessory,,433131,1,0,546,Moonrollers,PRESENT,yes,,hazard,1,Moonrollers — hazard,MISSING,
549,Veiled Fate: Fate Dice,accessory,,,1,0,36,Veiled Fate,PRESENT,yes,,fate,1,Veiled Fate — fate,AMBIGUOUS,Veiled Fate / Scales of Fate
550,Veiled Fate: Sleeve Pack,accessory,,,1,0,36,Veiled Fate,PRESENT,yes,,,0,Veiled Fate,PRESENT,36
553,Mythic Mischief: Appendix A,expansion,Mythic Mischief,402247,1,0,551,Mythic Mischief: Volume I,PRESENT,yes,,,0,Mythic Mischief: Volume I,PRESENT,551
554,Mythic Mischief: Layout Cards,accessory,Mythic Mischief,431603,1,0,551,Mythic Mischief: Volume I,PRESENT,yes,,layout,1,Mythic Mischief: Volume I — layout,MISSING,
555,Mythic Mischief: Double-Sided Mat,accessory,Mythic Mischief,,1,0,551,Mythic Mischief: Volume I,PRESENT,yes,,,0,Mythic Mischief: Volume I,PRESENT,551
556,Super Boss Monster 2: First Player Token,accessory,Boss Monster,,1,0,86,Super Boss Monster 2,PRESENT,yes,,,0,Super Boss Monster 2,PRESENT,86
557,Super Boss Monster 2: Dice Age Promo Pack,promo,Boss Monster,,1,0,86,Super Boss Monster 2,PRESENT,yes,,age,1,Super Boss Monster 2 — age,MISSING,
558,Super Boss Monster: Cross Promo Pack,promo,Boss Monster,,1,0,95,Super Boss Monster,PRESENT,yes,,cross,1,Super Boss Monster — cross,MISSING,
559,Super Boss Monster: Level Up Coins,accessory,Boss Monster,,1,0,95,Super Boss Monster,PRESENT,yes,,level up,1,Super Boss Monster — level up,MISSING,
560,Super Boss Monster: Ultimate Starter Set Card Sleeve Bundle,accessory,Boss Monster,,1,0,95,Super Boss Monster,PRESENT,yes,,,0,Super Boss Monster,PRESENT,95
561,Dice Throne: Card Sleeves - Minimalist (Flaming Die),accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,minimalist flaming,2,Dice Throne: Outcasts — minimalist flaming,MISSING,
562,Dice Throne Adventures: Card Sleeves - Boss Decks,accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,adventures,1,Dice Throne: Outcasts — adventures,AMBIGUOUS,Dice Throne: Adventures – Unchained / Dice Throne: Adventures
563,Dice Throne Outcasts: Playmat - Headless Horseman,accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,headless horseman,3,Dice Throne: Outcasts — headless horseman,PRESENT,Dice Throne Hero: Headless Horseman
564,Dice Throne Adventures Unchained: Playmat - Vault Witch,accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,adventures unchained playmat - vault witch,1,Dice Throne: Outcasts — adventures unchained playmat - vault witch,MISSING,
565,Dice Throne Outcasts: Playmat - Raveness,accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,raveness,3,Dice Throne: Outcasts — raveness,PRESENT,Dice Throne Hero: Raveness
566,Dice Throne Outcasts: Playmat - Pale Lady,accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,pale lady,3,Dice Throne: Outcasts — pale lady,PRESENT,Dice Throne Hero: Pale Lady
567,Dice Throne Outcasts: Playmat - Necromancer,accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,necromancer,3,Dice Throne: Outcasts — necromancer,PRESENT,Dice Throne Hero: Necromancer
568,Dice Throne: Playmat - Minimalist (Flaming Die),accessory,Dice Throne,,1,0,92,Dice Throne: Outcasts,PRESENT,yes,,minimalist flaming,2,Dice Throne: Outcasts — minimalist flaming,MISSING,
569,Savage: Kickstarter Promo Cards,promo,,,1,0,68,Savage,PRESENT,yes,,,0,Savage,PRESENT,68
572,Dungeon Crawler Carl RPG: GM Screen and Tokens,accessory,Dungeon Crawler Carl,,1,0,570,Dungeon Crawler Carl Roleplaying Game Core Book,PRESENT,yes,,rpg gm,1,Dungeon Crawler Carl Roleplaying Game Core Book — rpg gm,MISSING,
573,Dungeon Crawler Carl RPG: Carl's Enchanted Big Boi Boxers Dice Set,accessory,Dungeon Crawler Carl,,1,0,570,Dungeon Crawler Carl Roleplaying Game Core Book,PRESENT,yes,,rpg carl's enchanted big boi boxers,1,Dungeon Crawler Carl Roleplaying Game Core Book — rpg carl's enchanted big boi boxers,MISSING,
574,Dungeon Crawler Carl RPG: Princess Donut's Enchanted Crown of the Sepsis Whore Dice Set,accessory,Dungeon Crawler Carl,,1,0,570,Dungeon Crawler Carl Roleplaying Game Core Book,PRESENT,yes,,rpg princess donut's enchanted crown of the sepsis whore,1,Dungeon Crawler Carl Roleplaying Game Core Book — rpg princess donut's enchanted crown of the sepsis whore,MISSING,
