our_id	our_name	kind	owned	current_bgg_id	verdict	proposed_bgg_id	bgg_name	bgg_year	bgg_publisher	bgg_type	our_year	our_publisher	score	score_components	evidence_url	note	near_miss_rejected	sibling_risk
395	Ascension Valley of the Ancients (Center Deck Set)	expansion	no	474937	CONFIRMED		Ascension: Valley of the Ancients Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.87	name similarity 0.93; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/474937	title differs by a subtitle: BGG says "Ascension: Valley of the Ancients Center Deck" (similarity 0.93)		
396	Ascension War of Shadows (Center Deck Set)	expansion	no	474938	CONFIRMED		Ascension X: War of Shadows Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.87	name similarity 0.92; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/474938	title differs by a subtitle: BGG says "Ascension X: War of Shadows Center Deck" (similarity 0.92)		
397	Ascension Gift of the Elements (Center Deck Set)	expansion	no	474930	CONFIRMED		Ascension: Gift of the Elements Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.87	name similarity 0.93; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/474930	title differs by a subtitle: BGG says "Ascension: Gift of the Elements Center Deck" (similarity 0.93)		
398	Ascension Delirium (Center Deck Set)	expansion	no	469366	CONFIRMED		Ascension: Delirium Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.78	name similarity 0.89; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/469366	title differs by a subtitle: BGG says "Ascension: Delirium Center Deck" (similarity 0.89)		
399	Ascension Deliverance (Center Deck Set)	expansion	no	474940	CONFIRMED		Ascension: Deliverance Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.78	name similarity 0.89; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/474940	title differs by a subtitle: BGG says "Ascension: Deliverance Center Deck" (similarity 0.89)		
400	Ascension Skulls & Sails (Center Deck Set)	expansion	no	469547	CONFIRMED		Ascension: Skulls & Sails Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.87	name similarity 0.91; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/469547	title differs by a subtitle: BGG says "Ascension: Skulls & Sails Center Deck" (similarity 0.91)		
401	Ascension Curse of the Golden Isles (Center Deck Set)	expansion	no	474944	CONFIRMED		Ascension: Curse of the Golden Isles Center Deck	2025	Stone Blade Entertainment	boardgameexpansion	2025	Stone Blade Entertainment	0.87	name similarity 0.94; year exact (2025); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/474944	title differs by a subtitle: BGG says "Ascension: Curse of the Golden Isles Center Deck" (similarity 0.94)		
402	Ascension Legends (Center Deck Set)	expansion	no	474945	CONFIRMED		Ascension: Legends Center Deck	2026	Stone Blade Entertainment	boardgameexpansion	2026	Stone Blade Entertainment	0.78	name similarity 0.89; year exact (2026); publisher exact (Stone Blade Entertainment); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/474945	title differs by a subtitle: BGG says "Ascension: Legends Center Deck" (similarity 0.89)		
403	Ascension Sleeves	accessory	no		UNMATCHED							Stone Blade Entertainment		3 candidate(s) found, none the same product		3 candidate(s) found, none the same product	rejected 138881 "Ascension: Card Sleeves" (2010) — same family, different product (isFragmentOf)	
404	Ascension 15th Anniversary Playmat	accessory	no		UNMATCHED							Stone Blade Entertainment		2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 452493 "Ascension: 15th Anniversary Collector's Edition" (2026) — similarity 0.67 < 0.7	
405	Ark Nova 3Dition: Box 1 (Special Building + Big Box)	accessory	no		UNMATCHED									88 candidate(s) found, none the same product		88 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (?) — same family, different product (isFragmentOf)	
406	Ark Nova 3Dition: Box 2 (Basic Enclosures, Fences, Kiosks, Pavillions)	accessory	no		UNMATCHED									124 candidate(s) found, none the same product		124 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (?) — same family, different product (isFragmentOf)	
407	Ark Nova 3Dition: Premium Acryl Tiles Set	accessory	no		UNMATCHED									31 candidate(s) found, none the same product		31 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (2026) — same family, different product (isFragmentOf)	
408	Ark Nova 3Dition: Deluxe Player Boards (4x) with Action Tiles	accessory	no		UNMATCHED									31 candidate(s) found, none the same product		31 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (2026) — same family, different product (isFragmentOf)	
409	Ark Nova 3Dition: Premium Metal Coins	accessory	no		UNMATCHED									32 candidate(s) found, none the same product		32 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (?) — same family, different product (isFragmentOf)	
410	Ark Nova 3Dition: Premium Neoprene Playmats (2x)	accessory	no		UNMATCHED									31 candidate(s) found, none the same product		31 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (2026) — same family, different product (isFragmentOf)	
411	Ark Nova 3Dition: Board Game Arena Maps (4x)	accessory	no		UNMATCHED									31 candidate(s) found, none the same product		31 candidate(s) found, none the same product	rejected 452699 "Ark Nova: Board Game Arena Maps" (2026) — same family, different product (isFragmentOf)	
412	Ark Nova 3Dition: Premium Custom Sleeves	accessory	no		UNMATCHED									32 candidate(s) found, none the same product		32 candidate(s) found, none the same product	rejected 450126 "Ark Nova: 3Dition" (?) — same family, different product (isFragmentOf)	
413	HELLDIVERS 2: The Board Game	base	no	440991	CONFIRMED		HELLDIVERS 2: The Board Game	2026	Steamforged Games Ltd.	boardgame	2026	Steamforged Games Ltd.	0.96	name exact (normalised); year exact (2026); publisher exact (Steamforged Games Ltd.); kind base ~ BGG boardgame; sole candidate id in the search	https://boardgamegeek.com/boardgame/440991			
414	HELLDIVERS 2: Mystery Expansions	expansion	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
415	HELLDIVERS 2: Patriot Exosuit Expansion (Exclusive)	expansion	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
416	HELLDIVERS 2: Automatons Expansion	expansion	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
417	HELLDIVERS 2: Impaler Expansion (Exclusive)	expansion	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
418	HELLDIVERS 2: Bile Titan Expansion (Exclusive)	expansion	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
419	HELLDIVERS 2: Factory Strider Expansion (Exclusive)	expansion	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
420	HELLDIVERS 2: Deluxe Turn Tracker Coin	accessory	no		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 440991 "HELLDIVERS 2: The Board Game" (2026) — same family, different product (isFragmentOf)	
421	Cyberpunk 2077 - The Board Game	base	no	417542	CONFIRMED		Cyberpunk 2077: The Board Game	2027	CD Projekt RED	boardgame	2027	CD Projekt RED	0.96	name exact (normalised); year exact (2027); publisher exact (CD Projekt RED); kind base ~ BGG boardgame; sole candidate id in the search	https://boardgamegeek.com/boardgame/417542			
422	Cyberpunk 2077: Stretch Goal Box Deluxe	expansion	no		UNMATCHED									20 candidate(s) found, none the same product		20 candidate(s) found, none the same product	rejected 443286 "Cyberpunk 2077: The Board Game – Stretch Goal Box" (2027) — same family, different product (isFragmentOf)	
423	Cyberpunk 2077: Female V with Mantis Blades	promo	no		PROPOSED	443289	Cyberpunk 2077: The Board Game – Female V with Mantis Blades	2027	CD Projekt RED	boardgameexpansion			0.73	name similarity 0.8; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/443289		rejected 443290 "Cyberpunk 2077: The Board Game – V with Mantis Blades" (?) — same family, different product (isFragmentOf)	
424	Cyberpunk 2077: V with Mantis Blades	promo	no		PROPOSED	443290	Cyberpunk 2077: The Board Game – V with Mantis Blades	2027	CD Projekt RED	boardgameexpansion			0.63	name similarity 0.77; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/443290		rejected 443289 "Cyberpunk 2077: The Board Game – Female V with Mantis Blades" (?) — same family, different product (isFragmentOf)	
425	Cyberpunk 2077: Johnny Silverhand & NCPD Expansion	expansion	no		PROPOSED	429978	Cyberpunk 2077: The Board Game – Johnny Silverhand & NCPD	2027	CD Projekt RED	boardgameexpansion			0.63	name similarity 0.71; year unknown one side; publisher unknown one side; kind expansion ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/429978		rejected 430049 "Cyberpunk 2077: The Board Game – Johnny Silverhand" (?) — same family, different product (isFragmentOf)	
426	Cyberpunk 2077: Edgerunners Expansion	expansion	no		UNMATCHED									10 candidate(s) found, none the same product		10 candidate(s) found, none the same product	rejected 429977 "Cyberpunk 2077: The Board Game – Edgerunners" (2027) — similarity 0.6 < 0.7	
427	Cyberpunk 2077: Trauma Team Expansion	expansion	no		UNMATCHED									10 candidate(s) found, none the same product		10 candidate(s) found, none the same product	rejected 429979 "Cyberpunk 2077: The Board Game – Trauma Team" (2027) — similarity 0.67 < 0.7	
428	Ark Nova	base	no	342942	CONFIRMED		Ark Nova	2021	Feuerland Spiele	boardgame	2021	Feuerland Spiele	0.96	name exact (normalised); year exact (2021); publisher exact (Feuerland Spiele); kind base ~ BGG boardgame; sole candidate id in the search	https://boardgamegeek.com/boardgame/342942			
429	Ark Nova: Marine Worlds	expansion	no	368966	CONFIRMED		Ark Nova: Marine Worlds	2023	Feuerland Spiele	boardgameexpansion	2023	Feuerland Spiele	0.96	name exact (normalised); year exact (2023); publisher exact (Feuerland Spiele); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/368966			
430	Cult of the Lamb: First Player Coin	accessory	no		UNMATCHED									9 candidate(s) found, none the same product		9 candidate(s) found, none the same product	rejected 460903 "Medici: First Player Coin" (?) — similarity 0.55 < 0.7	
431	Cult of the Lamb: Bishop Follower Head Pack	accessory	no		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 474766 "Cult of the Lamb: The Board Game" (2027) — same family, different product (isFragmentOf)	
432	Cult of the Lamb: Deluxe Organiser	accessory	no		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 474766 "Cult of the Lamb: The Board Game" (2027) — same family, different product (isFragmentOf)	
433	Cult of the Lamb: Single-Colour Follower Miniatures & Wooden Heads	accessory	no		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 474766 "Cult of the Lamb: The Board Game" (2027) — same family, different product (isFragmentOf)	
434	Pangea Gaming Table Frame (4x6) (Dark Walnut)	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
435	Pangea Gaming Table Base Panels (4x6) (Dark Walnut)	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
436	Pangea Gaming Table Toppers (4x6) (Dark Walnut)	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
437	Pangea Gaming Table Legs (Standard 26 in)	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
438	Pangea Cup Holder	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
439	Pangea Player Shelf	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
440	Pangea Game Piece Organizer	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
441	Pangea Player Desk	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
442	Pangea Player Desk 4-Up Stand	accessory	yes		UNMATCHED									12 candidate(s) found, none the same product		12 candidate(s) found, none the same product	rejected 86156 "Stand Up!" (2010) — same family, different product (isFragmentOf)	
443	Pangea Armrest	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
444	Pangea Card Organizer	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
445	Pangea Tablet Holder	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
446	Pangea Dining Chair (Dark Walnut)	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
447	Pangea Table Top Storage Cube XL	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
448	Pangea Cup Holder Wine Glass Adapter	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
449	Pangea Cup Holder Mug Adapter	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
450	Pangea 4FT Table Divider (Dark Walnut)	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
451	Moonrakers: Gold Holo Moro Mada	promo	yes		PROPOSED	388050	Moonrakers: Gold Holo Moro Mada	2023	IV Studio	boardgameaccessory			0.94	name exact (normalised); year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameaccessory; sole candidate id in the search	https://boardgamegeek.com/boardgame/388050			
452	Dice Throne: Season Two Leaflet Patch Kit (Huntress, Tactician, Vampire Lord)	promo	yes		UNMATCHED									19 candidate(s) found, none the same product		19 candidate(s) found, none the same product	rejected 375372 "Dice Throne Season Two: Leaflet Patch Kit" (2022) — same family, different product (isFragmentOf)	
453	Casting Shadows: Previous Backer Gift - Lucky Skipper & Lucky the Unstable Collector's Bundle	promo	yes		UNMATCHED									19 candidate(s) found, none the same product		19 candidate(s) found, none the same product	rejected 360485 "Casting Shadows: Lucky Skipper / Lucky the Unstable Player Board" (2023) — similarity 0.63 < 0.7	
454	Deep Rock Galactic: 24H Coin	accessory	yes		UNMATCHED									22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 401798 "Deep Rock Galactic: Biome Expansion" (2024) — similarity 0.6 < 0.7	
455	The Binding of Isaac: Four Souls - 2.5 inch Tainted Isaac Figure	accessory	yes		PROPOSED	357935	The Binding of Isaac: Four Souls – 4-Player Mat	2018	Studio71	boardgameaccessory			0.63	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/357935	3 candidates cleared the gate; runner-up 465509 "The Binding of Isaac: Four Souls – Warp Zone" at 0.57	rejected 255664 "The Binding of Isaac: Four Souls" (?) — same family, different product (isFragmentOf)	
456	The Binding of Isaac: Four Souls - 6 inch Angel Isaac Figure	accessory	yes		PROPOSED	357935	The Binding of Isaac: Four Souls – 4-Player Mat	2018	Studio71	boardgameaccessory			0.63	name similarity 0.71; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/357935	3 candidates cleared the gate; runner-up 465509 "The Binding of Isaac: Four Souls – Warp Zone" at 0.57	rejected 255664 "The Binding of Isaac: Four Souls" (?) — same family, different product (isFragmentOf)	
457	The Binding of Isaac: Four Souls - Corrupted Data Promo Card	promo	yes		PROPOSED	400208	The Binding of Isaac: Four Souls – Tapeworm Promo Cards	2020	Funforge	boardgameexpansion			0.63	name similarity 0.74; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/400208	2 candidates cleared the gate; runner-up 336844 "The Binding of Isaac: Four Souls Requiem" at 0.63	rejected 255664 "The Binding of Isaac: Four Souls" (?) — same family, different product (isFragmentOf)	
458	The Binding of Isaac: Four Souls - Ultra Pride Promo Card	promo	yes		PROPOSED	400208	The Binding of Isaac: Four Souls – Tapeworm Promo Cards	2020	Funforge	boardgameexpansion			0.63	name similarity 0.74; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameexpansion; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/400208	2 candidates cleared the gate; runner-up 336844 "The Binding of Isaac: Four Souls Requiem" at 0.63	rejected 255664 "The Binding of Isaac: Four Souls" (?) — same family, different product (isFragmentOf)	
459	Here to Slay: 6-Class Dice Set	accessory	yes		PROPOSED	369123	Here to Slay: 6-Class Meeple Set	2020	Unstable Games	boardgameaccessory			0.73	name similarity 0.83; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/369123	2 candidates cleared the gate; runner-up 369124 "Here to Slay: Dragon Class Meeple Set" at 0.63	rejected 468364 "Here to Slay: Sorcerers & Squires Meeple Set" (?) — similarity 0.62 < 0.7	differs by one meaningful word: ours "dice" vs BGG "meeple" — check this is not a sibling product
460	Here to Slay: Dragon Class Dice	accessory	yes		PROPOSED	369124	Here to Slay: Dragon Class Meeple Set	2020	Unstable Games	boardgameaccessory			0.63	name similarity 0.77; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/369124		rejected 308525 "Here to Slay: Dragon Sorcerer Expansion" (?) — similarity 0.67 < 0.7	differs by one meaningful word: ours "dice" vs BGG "meeple" — check this is not a sibling product
461	Here to Slay: Oversized Card Sleeves Set	accessory	yes		UNMATCHED									42 candidate(s) found, none the same product		42 candidate(s) found, none the same product	rejected 369123 "Here to Slay: 6-Class Meeple Set" (2020) — similarity 0.62 < 0.7	
462	Here to Slay: Dragon Class Meeple Set	accessory	yes		PROPOSED	369124	Here to Slay: Dragon Class Meeple Set	2020	Unstable Games	boardgameaccessory			1	name exact (normalised); year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/369124	2 candidates cleared the gate; runner-up 468364 "Here to Slay: Sorcerers & Squires Meeple Set" at 0.63	rejected 369123 "Here to Slay: 6-Class Meeple Set" (?) — same family, different product (isFragmentOf)	
463	Auroboros: Coils of the Serpent	base	yes		UNMATCHED						2021	Warchief Gaming		no search results at any rung of the ladder		no search results at any rung of the ladder		
464	Auroboros: Ability and Item Card Deck	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
465	Auroboros: Dice Set	accessory	yes		UNMATCHED									221 candidate(s) found, none the same product		221 candidate(s) found, none the same product	rejected 160441 "Set Dice" (2014) — same family, different product (isFragmentOf)	
466	Auroboros: City Map Poster Pack	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
467	Auroboros: GM Screen and Map Bundle	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
468	Auroboros: Premium Character Sheet Pack	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
469	Auroboros: Serpent-Marked Collector's Coin	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
470	Lewd Dungeon Adventures: Core Rulebook and Starter Adventure	base	yes		UNMATCHED						2022	Lewd Dungeon Adventures		2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 426311 "Lewd Dungeon Adventures: The Card Game" (2024) — similarity 0.43 < 0.7	
471	Lewd Dungeon Adventures: The Mage's Stolen Goods	expansion	yes		UNMATCHED							Lewd Dungeon Adventures		2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 426311 "Lewd Dungeon Adventures: The Card Game" (2024) — similarity 0.62 < 0.7	
472	Lewd Dungeon Adventures: Dice Tray	accessory	yes		UNMATCHED									65 candidate(s) found, none the same product		65 candidate(s) found, none the same product	rejected 414736 "Dungeon Saga Origins: Dice Tray" (2024) — similarity 0.6 < 0.7	
473	Lewd Dungeon Adventures: Mystery Dice Set	accessory	yes		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 426311 "Lewd Dungeon Adventures: The Card Game" (2024) — similarity 0.5 < 0.7	
474	Lewd Dungeon Adventures: Unscented Votive Candles	accessory	yes		UNMATCHED									2 candidate(s) found, none the same product		2 candidate(s) found, none the same product	rejected 426311 "Lewd Dungeon Adventures: The Card Game" (2024) — similarity 0.5 < 0.7	
475	Lewd Dungeon Adventures: Shot Glass	accessory	yes		UNMATCHED									8 candidate(s) found, none the same product		8 candidate(s) found, none the same product	rejected 459570 "Shot Glass Roulette" (2016) — similarity 0.5 < 0.7	
476	Bergin's Book of Beasts	base	no		UNMATCHED						2023	Penny Dragon Games		no search results at any rung of the ladder		no search results at any rung of the ladder		
477	Bergin's Beast Dice	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
478	Bergin's Book of Beasts: Fabric Map of Midestra	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
479	Firestar Falling	base	no		UNMATCHED						2023	Penny Dragon Games		no search results at any rung of the ladder		no search results at any rung of the ladder		
480	Firestar Falling: 6 Endings Pack	expansion	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
481	Firestar Falling: Corruption Deck	expansion	yes		UNMATCHED									3 candidate(s) found, none the same product		3 candidate(s) found, none the same product	rejected 460735 "Return to Dark Tower: Creeping Darkness Corruption Deck" (2026) — similarity 0.33 < 0.7	
482	Firestar Falling: Monster Deck	expansion	yes		UNMATCHED									8 candidate(s) found, none the same product		8 candidate(s) found, none the same product	rejected 163364 "Monster Deck 55" (2014) — similarity 0.57 < 0.7	
483	Firestar Falling: Random Encounter Deck	expansion	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
484	Firestar Falling: Boss Miniature Set	accessory	yes		UNMATCHED									1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 424132 "Fateforge: Chronicles of Kaan – Boss Miniature Set" (2024) — similarity 0.5 < 0.7	
485	Firestar Falling: GM Screen	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
486	Firestar Falling: Premium Corruption Dice	accessory	yes		UNMATCHED									no search results at any rung of the ladder		no search results at any rung of the ladder		
487	An Unexpected Wedding Invitation	base	yes		UNMATCHED						2022	Midnight Tower		no search results at any rung of the ladder		no search results at any rung of the ladder		
488	Before the Stroke of Midnight	base	yes		UNMATCHED						2022	Midnight Tower		no search results at any rung of the ladder		no search results at any rung of the ladder		
489	What Happened to Evy Ashwood?	base	yes		UNMATCHED						2022	Midnight Tower		no search results at any rung of the ladder		no search results at any rung of the ladder		
490	Ark Nova: Zoo Map Pack 1	expansion	no	368158	CONFIRMED		Ark Nova: Zoo Map Pack 1	2022	Feuerland Spiele	boardgameexpansion	2022	Feuerland Spiele	0.96	name exact (normalised); year exact (2022); publisher exact (Feuerland Spiele); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/368158			
491	Ark Nova: Zoo Map Pack 2	expansion	no	426978	CONFIRMED		Ark Nova: Zoo Map Pack 2	2024	Feuerland Spiele	boardgameexpansion	2024	Feuerland Spiele	0.96	name exact (normalised); year exact (2024); publisher exact (Feuerland Spiele); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/426978			
493	Lewd Dungeon Adventures: Character Sheet	accessory	yes		UNMATCHED							Lewd Dungeon Adventures		4 candidate(s) found, none the same product		4 candidate(s) found, none the same product	rejected 410368 "Fighting Fantasy Adventures: Character Sheets" (2024) — similarity 0.4 < 0.7	
494	Deep Rock Galactic: Rivals Exclusive Gift Box	accessory	yes		UNMATCHED									22 candidate(s) found, none the same product		22 candidate(s) found, none the same product	rejected 401798 "Deep Rock Galactic: Biome Expansion" (2024) — similarity 0.5 < 0.7	
495	Deep Rock Galactic: Hidden Cave Segment Randomizers	promo	yes		PROPOSED	474551	Deep Rock Galactic: Hidden cave segments	2026	MOOD Publishing	boardgameaccessory			0.63	name similarity 0.77; year unknown one side; publisher unknown one side; kind promo ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/474551		rejected 401798 "Deep Rock Galactic: Biome Expansion" (?) — similarity 0.5 < 0.7	
496	Yeti or Not: Exclusive Edition Expansion	expansion	yes	449715	SUSPECT		Twisted Cryptids: Yeti or Not	2025	Unstable Games	boardgameexpansion	2025	Unstable Games		name similarity 0.55 (below 0.7); year exact (2025); publisher exact (Unstable Games); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/449715	NAME: similarity 0.55 — we say "Yeti or Not: Exclusive Edition Expansion", BGG says "Twisted Cryptids: Yeti or Not"		
497	Twisted Cryptids: Nostalgic Wilderness Board	accessory	yes		PROPOSED	430245	Twisted Cryptids: The Nostalgic Wilderness Board	2025	Unstable Games	boardgameaccessory			0.87	name similarity 0.91; year unknown one side; publisher unknown one side; kind accessory ~ BGG boardgameaccessory; listed as an expansion/accessory of the parent id we already hold	https://boardgamegeek.com/boardgame/430245		rejected 429843 "Twisted Cryptids: Cryptid Culture" (?) — similarity 0.44 < 0.7	
498	Here to Slay: Banner Quest Expansion	expansion	yes	430678	CONFIRMED		Here to Slay: Banner Quest	2025	Unstable Games	boardgameexpansion	2025	Unstable Games	0.87	name similarity 0.91; year exact (2025); publisher exact (Unstable Games); kind expansion ~ BGG boardgameexpansion; sole candidate id in the search	https://boardgamegeek.com/boardgame/430678	name similarity 0.91: BGG says "Here to Slay: Banner Quest"		
499	Here to Slay: Banner Quest Play Mat	accessory	yes	461580	CONFIRMED		Here to Slay: Banner Quest Play Mat	2025	Unstable Games	boardgameaccessory	2025	Unstable Games	0.96	name exact (normalised); year exact (2025); publisher exact (Unstable Games); kind accessory ~ BGG boardgameaccessory; sole candidate id in the search	https://boardgamegeek.com/boardgame/461580			
500	Unstable Unicorns: Control (Kickstarter Exclusive Base Game, 2nd Edition)	base	yes		UNMATCHED						2018	Unstable Games		1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 260785 "Unstable Unicorns: Control" (2019) — same family, different product (isFragmentOf)	
501	Unstable Unicorns: Chaos (Kickstarter Exclusive Base Game, 2nd Edition)	base	yes		UNMATCHED						2018	Unstable Games		1 candidate(s) found, none the same product		1 candidate(s) found, none the same product	rejected 260786 "Unstable Unicorns: Chaos" (2019) — same family, different product (isFragmentOf)	
